Ensembl ID	HPO	hgncSymbol
ENSG00000166813.14	Eye-abnormality	KIF7
ENSG00000140563.14	Eye-abnormality	MCTP2
ENSG00000140470.13	Eye-abnormality	ADAMTS17
ENSG00000131873.5	Eye-abnormality	CHSY1
ENSG00000188536.12	Eye-abnormality	HBA2
ENSG00000007541.16	Eye-abnormality	PIGQ
ENSG00000103266.10	Eye-abnormality	STUB1
ENSG00000103227.18	Eye-abnormality	LMF1
ENSG00000090581.9	Eye-abnormality	GNPTG
ENSG00000103249.17	Eye-abnormality	CLCN7
ENSG00000138834.12	Eye-abnormality	MAPK8IP3
ENSG00000127554.12	Eye-abnormality	GFER
ENSG00000162065.12	Eye-abnormality	TBC1D24
ENSG00000131652.13	Eye-abnormality	THOC6
ENSG00000005339.14	Eye-abnormality	CREBBP
ENSG00000033011.11	Eye-abnormality	ALG1
ENSG00000140650.11	Eye-abnormality	PMM2
ENSG00000175595.14	Eye-abnormality	ERCC4
ENSG00000072864.14	Eye-abnormality	NDE1
ENSG00000091262.15	Eye-abnormality	ABCC6
ENSG00000103489.11	Eye-abnormality	XYLT1
ENSG00000103356.15	Eye-abnormality	EARS2
ENSG00000188603.18	Eye-abnormality	CLN3
ENSG00000178952.10	Eye-abnormality	TUFM
ENSG00000178188.14	Eye-abnormality	SH2B1
ENSG00000177455.12	Eye-abnormality	CD19
ENSG00000149925.17	Eye-abnormality	ALDOA
ENSG00000080603.16	Eye-abnormality	SRCAP
ENSG00000099377.13	Eye-abnormality	HSD3B7
ENSG00000102935.11	Eye-abnormality	ZNF423
ENSG00000167207.11	Eye-abnormality	NOD2
ENSG00000103449.11	Eye-abnormality	SALL1
ENSG00000176842.14	Eye-abnormality	IRX5
ENSG00000205336.11	Eye-abnormality	ADGRG1
ENSG00000103005.11	Eye-abnormality	USB1
ENSG00000166546.13	Eye-abnormality	BEAN1
ENSG00000102878.16	Eye-abnormality	HSF4
ENSG00000196155.12	Eye-abnormality	PLEKHG4
ENSG00000176387.6	Eye-abnormality	HSD11B2
ENSG00000102974.14	Eye-abnormality	CTCF
ENSG00000102977.13	Eye-abnormality	ACD
ENSG00000213398.7	Eye-abnormality	LCAT
ENSG00000062038.13	Eye-abnormality	CDH3
ENSG00000213380.14	Eye-abnormality	COG8
ENSG00000090861.15	Eye-abnormality	AARS
ENSG00000103051.18	Eye-abnormality	COG4
ENSG00000198650.10	Eye-abnormality	TAT
ENSG00000102967.11	Eye-abnormality	DHODH
ENSG00000103089.8	Eye-abnormality	FA2H
ENSG00000183196.8	Eye-abnormality	CHST6
ENSG00000140873.15	Eye-abnormality	ADAMTS18
ENSG00000186153.16	Eye-abnormality	WWOX
ENSG00000178573.6	Eye-abnormality	MAF
ENSG00000135697.9	Eye-abnormality	BCO1
ENSG00000261609.5	Eye-abnormality	GAN
ENSG00000197943.9	Eye-abnormality	PLCG2
ENSG00000166558.10	Eye-abnormality	SLC38A8
ENSG00000176692.5	Eye-abnormality	FOXC2
ENSG00000225614.2	Eye-abnormality	ZNF469
ENSG00000167513.8	Eye-abnormality	CDT1
ENSG00000141012.12	Eye-abnormality	GALNS
ENSG00000167522.14	Eye-abnormality	ANKRD11
ENSG00000197912.14	Eye-abnormality	SPG7
ENSG00000131165.14	Eye-abnormality	CHMP1A
ENSG00000258947.6	Eye-abnormality	TUBB3
ENSG00000177374.12	Eye-abnormality	HIC1
ENSG00000007168.12	Eye-abnormality	PAFAH1B1
ENSG00000108381.10	Eye-abnormality	ASPA
ENSG00000167723.14	Eye-abnormality	TRPV3
ENSG00000040531.14	Eye-abnormality	CTNS
ENSG00000129250.11	Eye-abnormality	KIF1C
ENSG00000091592.15	Eye-abnormality	NLRP1
ENSG00000129221.15	Eye-abnormality	AIPL1
ENSG00000129255.15	Eye-abnormality	MPDU1
ENSG00000141510.16	Eye-abnormality	TP53
ENSG00000132518.6	Eye-abnormality	GUCY2D
ENSG00000179148.9	Eye-abnormality	ALOXE3
ENSG00000178971.13	Eye-abnormality	CTC1
ENSG00000109047.7	Eye-abnormality	RCVRN
ENSG00000133020.4	Eye-abnormality	MYH8
ENSG00000125414.18	Eye-abnormality	MYH2
ENSG00000109063.14	Eye-abnormality	MYH3
ENSG00000109099.13	Eye-abnormality	PMP22
ENSG00000108474.16	Eye-abnormality	PIGL
ENSG00000154803.12	Eye-abnormality	FLCN
ENSG00000108557.18	Eye-abnormality	RAI1
ENSG00000108641.14	Eye-abnormality	B9D1
ENSG00000072210.18	Eye-abnormality	ALDH3A2
ENSG00000108255.7	Eye-abnormality	CRYBA1
ENSG00000196712.17	Eye-abnormality	NF1
ENSG00000275410.4	Eye-abnormality	HNF1B
ENSG00000126351.12	Eye-abnormality	THRA
ENSG00000186395.7	Eye-abnormality	KRT10
ENSG00000187242.4	Eye-abnormality	KRT12
ENSG00000186847.5	Eye-abnormality	KRT14
ENSG00000128422.15	Eye-abnormality	KRT17
ENSG00000168610.14	Eye-abnormality	STAT3
ENSG00000108788.11	Eye-abnormality	MLX
ENSG00000131462.7	Eye-abnormality	TUBG1
ENSG00000131482.9	Eye-abnormality	G6PC
ENSG00000167941.2	Eye-abnormality	SOST
ENSG00000030582.17	Eye-abnormality	GRN
ENSG00000180340.6	Eye-abnormality	FZD2
ENSG00000131095.12	Eye-abnormality	GFAP
ENSG00000186868.15	Eye-abnormality	MAPT
ENSG00000120071.13	Eye-abnormality	KANSL1
ENSG00000108379.9	Eye-abnormality	WNT3
ENSG00000120094.6	Eye-abnormality	HOXB1
ENSG00000005884.17	Eye-abnormality	ITGA3
ENSG00000108821.13	Eye-abnormality	COL1A1
ENSG00000015532.9	Eye-abnormality	XYLT2
ENSG00000183691.4	Eye-abnormality	NOG
ENSG00000108395.13	Eye-abnormality	TRIM37
ENSG00000141378.14	Eye-abnormality	PTRH2
ENSG00000121075.9	Eye-abnormality	TBX4
ENSG00000266173.6	Eye-abnormality	STRADA
ENSG00000007314.12	Eye-abnormality	SCN4A
ENSG00000256525.6	Eye-abnormality	POLG2
ENSG00000108370.16	Eye-abnormality	RGS9
ENSG00000108946.14	Eye-abnormality	PRKAR1A
ENSG00000125398.5	Eye-abnormality	SOX9
ENSG00000125454.11	Eye-abnormality	SLC25A19
ENSG00000182173.12	Eye-abnormality	TSEN54
ENSG00000108479.11	Eye-abnormality	GALK1
ENSG00000161533.11	Eye-abnormality	ACOX1
ENSG00000181038.13	Eye-abnormality	METTL23
ENSG00000184640.17	Eye-abnormality	SEPT9
ENSG00000184009.9	Eye-abnormality	ACTG1
ENSG00000185624.14	Eye-abnormality	P4HB
ENSG00000183010.16	Eye-abnormality	PYCR1
ENSG00000101577.9	Eye-abnormality	LPIN2
ENSG00000177426.20	Eye-abnormality	TGIF1
ENSG00000101680.14	Eye-abnormality	LAMA1
ENSG00000154864.11	Eye-abnormality	PIEZO2
ENSG00000141385.9	Eye-abnormality	AFG3L2
ENSG00000141458.12	Eye-abnormality	NPC1
ENSG00000053747.15	Eye-abnormality	LAMA3
ENSG00000134504.12	Eye-abnormality	KCTD1
ENSG00000118271.9	Eye-abnormality	TTR
ENSG00000101695.8	Eye-abnormality	RNF125
ENSG00000152217.16	Eye-abnormality	SETBP1
ENSG00000152223.12	Eye-abnormality	EPG5
ENSG00000152234.15	Eye-abnormality	ATP5A1
ENSG00000134049.5	Eye-abnormality	IER3IP1
ENSG00000141646.13	Eye-abnormality	SMAD4
ENSG00000196628.15	Eye-abnormality	TCF4
ENSG00000197563.10	Eye-abnormality	PIGN
ENSG00000141655.16	Eye-abnormality	TNFRSF11A
ENSG00000060069.16	Eye-abnormality	CTDP1
ENSG00000141759.14	Eye-abnormality	TXNL4A
ENSG00000213638.5	Eye-abnormality	ADAT3
ENSG00000173976.15	Eye-abnormality	RAX2
ENSG00000167654.17	Eye-abnormality	ATCAY
ENSG00000167658.15	Eye-abnormality	EEF2
ENSG00000126934.13	Eye-abnormality	MAP2K2
ENSG00000196365.11	Eye-abnormality	LONP1
ENSG00000125656.8	Eye-abnormality	CLPP
ENSG00000104833.11	Eye-abnormality	TUBB4A
ENSG00000171105.13	Eye-abnormality	INSR
ENSG00000090674.15	Eye-abnormality	MCOLN1
ENSG00000032444.15	Eye-abnormality	PNPLA6
ENSG00000142303.13	Eye-abnormality	ADAMTS10
ENSG00000130816.14	Eye-abnormality	DNMT1
ENSG00000105397.13	Eye-abnormality	TYK2
ENSG00000079805.16	Eye-abnormality	DNM2
ENSG00000104774.12	Eye-abnormality	MAN2B1
ENSG00000105607.12	Eye-abnormality	GCDH
ENSG00000008441.16	Eye-abnormality	NFIX
ENSG00000141837.19	Eye-abnormality	CACNA1A
ENSG00000074181.8	Eye-abnormality	NOTCH3
ENSG00000130299.16	Eye-abnormality	GTPBP3
ENSG00000105647.16	Eye-abnormality	PIK3R2
ENSG00000124299.13	Eye-abnormality	PEPD
ENSG00000167642.12	Eye-abnormality	SPINT2
ENSG00000196218.12	Eye-abnormality	RYR1
ENSG00000090006.17	Eye-abnormality	LTBP4
ENSG00000105329.9	Eye-abnormality	TGFB1
ENSG00000105409.16	Eye-abnormality	ATP1A3
ENSG00000105722.9	Eye-abnormality	ERF
ENSG00000105429.12	Eye-abnormality	MEGF8
ENSG00000105755.7	Eye-abnormality	ETHE1
ENSG00000130203.9	Eye-abnormality	APOE
ENSG00000189114.6	Eye-abnormality	BLOC1S3
ENSG00000104884.14	Eye-abnormality	ERCC2
ENSG00000012061.15	Eye-abnormality	ERCC1
ENSG00000125741.4	Eye-abnormality	OPA3
ENSG00000104936.17	Eye-abnormality	DMPK
ENSG00000087086.14	Eye-abnormality	FTL
ENSG00000225950.8	Eye-abnormality	NTF4
ENSG00000010361.13	Eye-abnormality	FUZ
ENSG00000104973.16	Eye-abnormality	MED25
ENSG00000039650.11	Eye-abnormality	PNKP
ENSG00000213024.11	Eye-abnormality	NUP62
ENSG00000131398.13	Eye-abnormality	KCNC3
ENSG00000062822.12	Eye-abnormality	POLD1
ENSG00000105568.17	Eye-abnormality	PPP2R1A
ENSG00000126583.10	Eye-abnormality	PRKCG
ENSG00000101276.14	Eye-abnormality	SLC52A3
ENSG00000101327.8	Eye-abnormality	PDYN
ENSG00000101361.16	Eye-abnormality	NOP56
ENSG00000101200.5	Eye-abnormality	AVP
ENSG00000088836.12	Eye-abnormality	SLC4A11
ENSG00000125779.21	Eye-abnormality	PANK2
ENSG00000171867.16	Eye-abnormality	PRNP
ENSG00000132646.10	Eye-abnormality	PCNA
ENSG00000101292.7	Eye-abnormality	PROKR2
ENSG00000101311.15	Eye-abnormality	FERMT1
ENSG00000125845.6	Eye-abnormality	BMP2
ENSG00000125863.18	Eye-abnormality	MKKS
ENSG00000101384.11	Eye-abnormality	JAG1
ENSG00000125871.13	Eye-abnormality	MGME1
ENSG00000125813.13	Eye-abnormality	PAX1
ENSG00000101439.8	Eye-abnormality	CST3
ENSG00000100987.14	Eye-abnormality	VSX1
ENSG00000100997.18	Eye-abnormality	ABHD12
ENSG00000171456.16	Eye-abnormality	ASXL1
ENSG00000101421.3	Eye-abnormality	CHMP4B
ENSG00000078747.14	Eye-abnormality	ITCH
ENSG00000100983.9	Eye-abnormality	GSS
ENSG00000125965.8	Eye-abnormality	GDF5
ENSG00000101347.8	Eye-abnormality	SAMHD1
ENSG00000204103.3	Eye-abnormality	MAFB
ENSG00000124155.17	Eye-abnormality	PIGT
ENSG00000064601.16	Eye-abnormality	CTSA
ENSG00000198026.7	Eye-abnormality	ZNF335
ENSG00000197496.5	Eye-abnormality	SLC2A10
ENSG00000101126.15	Eye-abnormality	ADNP
ENSG00000000419.12	Eye-abnormality	DPM1
ENSG00000101115.12	Eye-abnormality	SALL4
ENSG00000019186.9	Eye-abnormality	CYP24A1
ENSG00000124253.10	Eye-abnormality	PCK1
ENSG00000087460.24	Eye-abnormality	GNAS
ENSG00000124205.15	Eye-abnormality	EDN3
ENSG00000203883.6	Eye-abnormality	SOX18
ENSG00000159082.17	Eye-abnormality	SYNJ1
ENSG00000159267.14	Eye-abnormality	HLCS
ENSG00000157542.9	Eye-abnormality	KCNJ6
ENSG00000183421.11	Eye-abnormality	RIPK4
ENSG00000160200.17	Eye-abnormality	CBS
ENSG00000160202.7	Eye-abnormality	CRYAA
ENSG00000160224.16	Eye-abnormality	AIRE
ENSG00000182871.14	Eye-abnormality	COL18A1
ENSG00000160299.16	Eye-abnormality	PCNT
ENSG00000093072.15	Eye-abnormality	CECR1
ENSG00000183785.14	Eye-abnormality	TUBA8
ENSG00000100075.9	Eye-abnormality	SLC25A1
ENSG00000184058.12	Eye-abnormality	TBX1
ENSG00000093010.13	Eye-abnormality	COMT
ENSG00000244486.8	Eye-abnormality	SCARF2
ENSG00000099940.11	Eye-abnormality	SNAP29
ENSG00000186716.20	Eye-abnormality	BCR
ENSG00000250479.8	Eye-abnormality	CHCHD10
ENSG00000100014.19	Eye-abnormality	SPECC1L
ENSG00000100099.20	Eye-abnormality	HPS4
ENSG00000183765.20	Eye-abnormality	CHEK2
ENSG00000186575.17	Eye-abnormality	NF2
ENSG00000100225.17	Eye-abnormality	FBXO7
ENSG00000100234.11	Eye-abnormality	TIMP3
ENSG00000100345.20	Eye-abnormality	MYH9
ENSG00000184381.18	Eye-abnormality	PLA2G6
ENSG00000100311.16	Eye-abnormality	PDGFB
ENSG00000239900.12	Eye-abnormality	ADSL
ENSG00000100412.15	Eye-abnormality	ACO2
ENSG00000198951.11	Eye-abnormality	NAGA
ENSG00000100243.20	Eye-abnormality	CYB5R3
ENSG00000130638.16	Eye-abnormality	ATXN10
ENSG00000128159.11	Eye-abnormality	TUBGCP6
ENSG00000100241.20	Eye-abnormality	SBF1
ENSG00000025708.13	Eye-abnormality	TYMP
ENSG00000100299.17	Eye-abnormality	ARSA
ENSG00000251322.7	Eye-abnormality	SHANK3
ENSG00000157399.14	Eye-abnormality	ARSE
ENSG00000101846.6	Eye-abnormality	STS
ENSG00000101850.12	Eye-abnormality	GPR143
ENSG00000101871.14	Eye-abnormality	MID1
ENSG00000196459.13	Eye-abnormality	TRAPPC2
ENSG00000046651.14	Eye-abnormality	OFD1
ENSG00000181544.13	Eye-abnormality	FANCB
ENSG00000165195.15	Eye-abnormality	PIGA
ENSG00000182287.13	Eye-abnormality	AP1S2
ENSG00000188158.14	Eye-abnormality	NHS
ENSG00000102104.8	Eye-abnormality	RS1
ENSG00000131828.13	Eye-abnormality	PDHA1
ENSG00000177189.12	Eye-abnormality	RPS6KA3
ENSG00000012174.11	Eye-abnormality	MBTPS2
ENSG00000102172.15	Eye-abnormality	SMS
ENSG00000101868.10	Eye-abnormality	POLA1
ENSG00000004848.7	Eye-abnormality	ARX
ENSG00000198814.12	Eye-abnormality	GK
ENSG00000165168.7	Eye-abnormality	CYBB
ENSG00000156313.12	Eye-abnormality	RPGR
ENSG00000183337.16	Eye-abnormality	BCOR
ENSG00000147044.20	Eye-abnormality	CASK
ENSG00000124479.8	Eye-abnormality	NDP
ENSG00000182872.15	Eye-abnormality	RBM10
ENSG00000130985.16	Eye-abnormality	UBA1
ENSG00000102312.21	Eye-abnormality	PORCN
ENSG00000147155.10	Eye-abnormality	EBP
ENSG00000102145.13	Eye-abnormality	GATA1
ENSG00000094631.18	Eye-abnormality	HDAC6
ENSG00000102103.15	Eye-abnormality	PQBP1
ENSG00000102100.15	Eye-abnormality	SLC35A2
ENSG00000196998.17	Eye-abnormality	WDR45
ENSG00000102001.12	Eye-abnormality	CACNA1F
ENSG00000101997.12	Eye-abnormality	CCDC22
ENSG00000126012.11	Eye-abnormality	KDM5C
ENSG00000072501.17	Eye-abnormality	SMC1A
ENSG00000072506.12	Eye-abnormality	HSD17B10
ENSG00000158526.7	Eye-abnormality	TSR2
ENSG00000102302.7	Eye-abnormality	FGD1
ENSG00000184675.9	Eye-abnormality	AMER1
ENSG00000126970.15	Eye-abnormality	ZC4H2
ENSG00000079482.12	Eye-abnormality	OPHN1
ENSG00000090776.5	Eye-abnormality	EFNB1
ENSG00000089289.15	Eye-abnormality	IGBP1
ENSG00000184634.15	Eye-abnormality	MED12
ENSG00000169562.9	Eye-abnormality	GJB1
ENSG00000147099.19	Eye-abnormality	HDAC8
ENSG00000147100.10	Eye-abnormality	SLC16A2
ENSG00000050030.13	Eye-abnormality	KIAA2022
ENSG00000131269.15	Eye-abnormality	ABCB7
ENSG00000085224.21	Eye-abnormality	ATRX
ENSG00000131174.4	Eye-abnormality	COX7B
ENSG00000102144.13	Eye-abnormality	PGK1
ENSG00000122145.14	Eye-abnormality	TBX22
ENSG00000147180.16	Eye-abnormality	ZNF711
ENSG00000188419.13	Eye-abnormality	CHM
ENSG00000126953.5	Eye-abnormality	TIMM8A
ENSG00000010671.15	Eye-abnormality	BTK
ENSG00000102393.9	Eye-abnormality	GLA
ENSG00000123560.13	Eye-abnormality	PLP1
ENSG00000147224.10	Eye-abnormality	PRPS1
ENSG00000188153.12	Eye-abnormality	COL4A5
ENSG00000068366.19	Eye-abnormality	ACSL4
ENSG00000101938.14	Eye-abnormality	CHRDL1
ENSG00000101901.11	Eye-abnormality	ALG13
ENSG00000077721.15	Eye-abnormality	UBE2A
ENSG00000005893.15	Eye-abnormality	LAMP2
ENSG00000125675.17	Eye-abnormality	GRIA3
ENSG00000122126.15	Eye-abnormality	OCRL
ENSG00000188706.12	Eye-abnormality	ZDHHC9
ENSG00000102034.16	Eye-abnormality	ELF4
ENSG00000165694.9	Eye-abnormality	FRMD7
ENSG00000147257.13	Eye-abnormality	GPC3
ENSG00000156531.16	Eye-abnormality	PHF6
ENSG00000198689.10	Eye-abnormality	SLC9A6
ENSG00000102081.13	Eye-abnormality	FMR1
ENSG00000010404.17	Eye-abnormality	IDS
ENSG00000171100.14	Eye-abnormality	MTM1
ENSG00000029993.14	Eye-abnormality	HMGB3
ENSG00000147383.10	Eye-abnormality	NSDHL
ENSG00000067842.17	Eye-abnormality	ATP2B3
ENSG00000262919.7	Eye-abnormality	FAM58A
ENSG00000130821.15	Eye-abnormality	SLC6A8
ENSG00000185825.15	Eye-abnormality	BCAP31
ENSG00000101986.11	Eye-abnormality	ABCD1
ENSG00000198910.12	Eye-abnormality	L1CAM
ENSG00000102030.15	Eye-abnormality	NAA10
ENSG00000169057.21	Eye-abnormality	MECP2
ENSG00000102076.9	Eye-abnormality	OPN1LW
ENSG00000268221.5	Eye-abnormality	OPN1MW
ENSG00000196924.14	Eye-abnormality	FLNA
ENSG00000102125.15	Eye-abnormality	TAZ
ENSG00000269335.5	Eye-abnormality	IKBKG
ENSG00000185515.14	Eye-abnormality	BRCC3
ENSG00000155961.4	Eye-abnormality	RAB39B
ENSG00000157933.9	Genitourinary_abnormality	SKI
ENSG00000131697.17	Genitourinary_abnormality	NPHP4
ENSG00000177000.10	Genitourinary_abnormality	MTHFR
ENSG00000083444.16	Genitourinary_abnormality	PLOD1
ENSG00000184908.17	Genitourinary_abnormality	CLCNKB
ENSG00000159423.16	Genitourinary_abnormality	ALDH4A1
ENSG00000117298.14	Genitourinary_abnormality	ECE1
ENSG00000162551.13	Genitourinary_abnormality	ALPL
ENSG00000142798.17	Genitourinary_abnormality	HSPG2
ENSG00000162552.14	Genitourinary_abnormality	WNT4
ENSG00000117308.14	Genitourinary_abnormality	GALE
ENSG00000117305.14	Genitourinary_abnormality	HMGCL
ENSG00000179163.11	Genitourinary_abnormality	FUCA1
ENSG00000117713.18	Genitourinary_abnormality	ARID1A
ENSG00000188910.7	Genitourinary_abnormality	GJB3
ENSG00000084073.8	Genitourinary_abnormality	ZMPSTE24
ENSG00000164007.10	Genitourinary_abnormality	CLDN19
ENSG00000117425.13	Genitourinary_abnormality	PTCH2
ENSG00000132763.14	Genitourinary_abnormality	MMACHC
ENSG00000116171.17	Genitourinary_abnormality	SCP2
ENSG00000157184.6	Genitourinary_abnormality	CPT2
ENSG00000116133.11	Genitourinary_abnormality	DHCR24
ENSG00000162399.6	Genitourinary_abnormality	BSND
ENSG00000162599.15	Genitourinary_abnormality	NFIA
ENSG00000116678.19	Genitourinary_abnormality	LEPR
ENSG00000116704.7	Genitourinary_abnormality	SLC35D1
ENSG00000116761.11	Genitourinary_abnormality	CTH
ENSG00000117054.13	Genitourinary_abnormality	ACADM
ENSG00000162669.15	Genitourinary_abnormality	HFM1
ENSG00000117528.11	Genitourinary_abnormality	ABCD3
ENSG00000198799.11	Genitourinary_abnormality	LRIG2
ENSG00000134242.15	Genitourinary_abnormality	PTPN22
ENSG00000213281.4	Genitourinary_abnormality	NRAS
ENSG00000092607.13	Genitourinary_abnormality	TBX15
ENSG00000203859.9	Genitourinary_abnormality	HSD3B2
ENSG00000092621.11	Genitourinary_abnormality	PHGDH
ENSG00000134250.19	Genitourinary_abnormality	NOTCH2
ENSG00000265241.6	Genitourinary_abnormality	RBM8A
ENSG00000168509.19	Genitourinary_abnormality	HFE2
ENSG00000143368.9	Genitourinary_abnormality	SF3B4
ENSG00000160712.12	Genitourinary_abnormality	IL6R
ENSG00000185499.16	Genitourinary_abnormality	MUC1
ENSG00000177628.15	Genitourinary_abnormality	GBA
ENSG00000143622.10	Genitourinary_abnormality	RIT1
ENSG00000160789.19	Genitourinary_abnormality	LMNA
ENSG00000177807.8	Genitourinary_abnormality	KCNJ10
ENSG00000162735.18	Genitourinary_abnormality	PEX19
ENSG00000162738.5	Genitourinary_abnormality	VANGL2
ENSG00000143183.16	Genitourinary_abnormality	TMCO1
ENSG00000143199.17	Genitourinary_abnormality	ADCY10
ENSG00000117479.12	Genitourinary_abnormality	SLC19A2
ENSG00000198734.10	Genitourinary_abnormality	F5
ENSG00000116132.11	Genitourinary_abnormality	PRRX1
ENSG00000007933.12	Genitourinary_abnormality	FMO3
ENSG00000116218.12	Genitourinary_abnormality	NPHS2
ENSG00000134371.10	Genitourinary_abnormality	CDC73
ENSG00000000971.15	Genitourinary_abnormality	CFH
ENSG00000244414.6	Genitourinary_abnormality	CFHR1
ENSG00000118193.11	Genitourinary_abnormality	KIF14
ENSG00000143839.14	Genitourinary_abnormality	REN
ENSG00000133059.16	Genitourinary_abnormality	DSTYK
ENSG00000136634.5	Genitourinary_abnormality	IL10
ENSG00000117335.19	Genitourinary_abnormality	CD46
ENSG00000117594.9	Genitourinary_abnormality	HSD11B1
ENSG00000117595.10	Genitourinary_abnormality	IRF6
ENSG00000054392.12	Genitourinary_abnormality	HHAT
ENSG00000143473.12	Genitourinary_abnormality	KCNH1
ENSG00000162769.12	Genitourinary_abnormality	FLVCR1
ENSG00000198835.3	Genitourinary_abnormality	GJC2
ENSG00000116957.12	Genitourinary_abnormality	TBCE
ENSG00000116984.12	Genitourinary_abnormality	MTR
ENSG00000133019.11	Genitourinary_abnormality	CHRM3
ENSG00000091483.6	Genitourinary_abnormality	FH
ENSG00000117020.16	Genitourinary_abnormality	AKT3
ENSG00000162711.16	Genitourinary_abnormality	NLRP3
ENSG00000084754.10	Genitourinary_abnormality	HADHA
ENSG00000084774.13	Genitourinary_abnormality	CAD
ENSG00000138002.14	Genitourinary_abnormality	IFT172
ENSG00000158125.9	Genitourinary_abnormality	XDH
ENSG00000277893.1	Genitourinary_abnormality	SRD5A2
ENSG00000021574.11	Genitourinary_abnormality	SPAST
ENSG00000138079.13	Genitourinary_abnormality	SLC3A1
ENSG00000138083.4	Genitourinary_abnormality	SIX3
ENSG00000180398.11	Genitourinary_abnormality	MCFD2
ENSG00000095002.13	Genitourinary_abnormality	MSH2
ENSG00000138039.14	Genitourinary_abnormality	LHCGR
ENSG00000170820.11	Genitourinary_abnormality	FSHR
ENSG00000143951.15	Genitourinary_abnormality	WDPCP
ENSG00000169604.19	Genitourinary_abnormality	ANTXR1
ENSG00000183733.6	Genitourinary_abnormality	FIGLA
ENSG00000124370.10	Genitourinary_abnormality	MCEE
ENSG00000116127.17	Genitourinary_abnormality	ALMS1
ENSG00000124356.15	Genitourinary_abnormality	STAMBP
ENSG00000163017.13	Genitourinary_abnormality	ACTG2
ENSG00000114956.19	Genitourinary_abnormality	DGUOK
ENSG00000163541.11	Genitourinary_abnormality	SUCLG1
ENSG00000068615.17	Genitourinary_abnormality	REEP1
ENSG00000172071.11	Genitourinary_abnormality	EIF2AK3
ENSG00000144061.12	Genitourinary_abnormality	NPHP1
ENSG00000169607.12	Genitourinary_abnormality	CKAP2L
ENSG00000115107.19	Genitourinary_abnormality	STEAP3
ENSG00000074047.21	Genitourinary_abnormality	GLI2
ENSG00000264229.1	Genitourinary_abnormality	RNU4ATAC
ENSG00000163161.12	Genitourinary_abnormality	ERCC3
ENSG00000115839.17	Genitourinary_abnormality	RAB3GAP1
ENSG00000121966.6	Genitourinary_abnormality	CXCR4
ENSG00000115919.14	Genitourinary_abnormality	KYNU
ENSG00000169554.18	Genitourinary_abnormality	ZEB2
ENSG00000204406.12	Genitourinary_abnormality	MBD5
ENSG00000168288.12	Genitourinary_abnormality	MMADHC
ENSG00000123607.14	Genitourinary_abnormality	TTC21B
ENSG00000081479.12	Genitourinary_abnormality	LRP2
ENSG00000115827.13	Genitourinary_abnormality	DCAF17
ENSG00000091409.14	Genitourinary_abnormality	ITGA6
ENSG00000115935.17	Genitourinary_abnormality	WIPF1
ENSG00000128656.13	Genitourinary_abnormality	CHN1
ENSG00000128714.5	Genitourinary_abnormality	HOXD13
ENSG00000168542.14	Genitourinary_abnormality	COL3A1
ENSG00000064933.17	Genitourinary_abnormality	PMS1
ENSG00000198130.15	Genitourinary_abnormality	HIBCH
ENSG00000144381.16	Genitourinary_abnormality	HSPD1
ENSG00000247626.4	Genitourinary_abnormality	MARS2
ENSG00000119042.16	Genitourinary_abnormality	SATB2
ENSG00000003393.14	Genitourinary_abnormality	ALS2
ENSG00000163599.14	Genitourinary_abnormality	CTLA4
ENSG00000138413.13	Genitourinary_abnormality	IDH1
ENSG00000021826.14	Genitourinary_abnormality	CPS1
ENSG00000138363.14	Genitourinary_abnormality	ATIC
ENSG00000115414.18	Genitourinary_abnormality	FN1
ENSG00000138375.12	Genitourinary_abnormality	SMARCAL1
ENSG00000074582.12	Genitourinary_abnormality	BCS1L
ENSG00000135929.8	Genitourinary_abnormality	CYP27A1
ENSG00000135925.8	Genitourinary_abnormality	WNT10A
ENSG00000135903.18	Genitourinary_abnormality	PAX3
ENSG00000169031.18	Genitourinary_abnormality	COL4A3
ENSG00000144535.19	Genitourinary_abnormality	DIS3L2
ENSG00000171551.11	Genitourinary_abnormality	ECEL1
ENSG00000135902.9	Genitourinary_abnormality	CHRND
ENSG00000196811.11	Genitourinary_abnormality	CHRNG
ENSG00000233608.3	Genitourinary_abnormality	TWIST2
ENSG00000068024.16	Genitourinary_abnormality	HDAC4
ENSG00000130294.15	Genitourinary_abnormality	KIF1A
ENSG00000172482.4	Genitourinary_abnormality	AGXT
ENSG00000134121.9	Genitourinary_abnormality	CHL1
ENSG00000072756.16	Genitourinary_abnormality	TRNT1
ENSG00000144455.13	Genitourinary_abnormality	SUMF1
ENSG00000168137.15	Genitourinary_abnormality	SETD5
ENSG00000163702.18	Genitourinary_abnormality	IL17RC
ENSG00000134086.7	Genitourinary_abnormality	VHL
ENSG00000154764.5	Genitourinary_abnormality	WNT7A
ENSG00000169814.12	Genitourinary_abnormality	BTD
ENSG00000077092.18	Genitourinary_abnormality	RARB
ENSG00000163527.9	Genitourinary_abnormality	STT3B
ENSG00000170266.15	Genitourinary_abnormality	GLB1
ENSG00000187091.13	Genitourinary_abnormality	PLCD1
ENSG00000172936.12	Genitourinary_abnormality	MYD88
ENSG00000160801.13	Genitourinary_abnormality	PTH1R
